"","first_id","last_id","gender","rank","institution_id","city_id","region","sector","year"
"139",7905,28145,"M","associate professor",1,1,"Puglia","Phys",2000
"140",6840,28665,"M","professor",1,1,"Puglia","Phys",2000
"141",8635,28782,"M","assistant professor",1,1,"Puglia","Phys",2000
"142",7448,28860,"M","assistant professor",1,1,"Puglia","Phys",2000
"143",7618,28886,"F","assistant professor",1,1,"Puglia","Phys",2000
"144",7323,29977,"M","assistant professor",1,1,"Puglia","Phys",2000
"145",878,30836,"M","assistant professor",1,1,"Puglia","Phys",2000
"146",4090,31339,"F","assistant professor",1,1,"Puglia","Phys",2000
"147",6117,31561,"M","professor",1,1,"Puglia","Phys",2000
"148",519,260,"F","professor",1,1,"Puglia","Chem",2000
"149",1807,588,"M","associate professor",1,1,"Puglia","Chem",2000
"150",6285,1132,"M","professor",1,1,"Puglia","Chem",2000
"151",5282,1378,"F","assistant professor",1,1,"Puglia","Chem",2000
"152",3064,1535,"M","associate professor",1,1,"Puglia","Chem",2000
"153",3064,2734,"M","professor",1,1,"Puglia","Chem",2000
"154",6840,4442,"M","associate professor",1,1,"Puglia","Chem",2000
"155",8635,5109,"M","professor",1,1,"Puglia","Chem",2000
"156",3064,5260,"M","associate professor",1,1,"Puglia","Chem",2000
"157",7264,5583,"M","professor",1,1,"Puglia","Chem",2000
"158",5907,5591,"M","professor",1,1,"Puglia","Chem",2000
"159",8697,5699,"M","assistant professor",1,1,"Puglia","Chem",2000
"160",3938,5819,"M","assistant professor",1,1,"Puglia","Chem",2000
"161",560,6032,"M","professor",1,1,"Puglia","Chem",2000
"162",878,6093,"M","assistant professor",1,1,"Puglia","Chem",2000
"163",6163,6235,"M","professor",1,1,"Puglia","Chem",2000
"164",3766,6249,"M","professor",1,1,"Puglia","Chem",2000
"165",5113,6295,"M","associate professor",1,1,"Puglia","Chem",2000
"166",6163,6323,"M","associate professor",1,1,"Puglia","Chem",2000
"167",5028,6482,"F","assistant professor",1,1,"Puglia","Chem",2000
"168",1333,6722,"F","assistant professor",1,1,"Puglia","Chem",2000
"169",7637,7320,"F","assistant professor",1,1,"Puglia","Chem",2000
"170",3064,7506,"M","associate professor",1,1,"Puglia","Chem",2000
"171",6520,7862,"M","assistant professor",1,1,"Puglia","Chem",2000
"172",2936,8295,"F","assistant professor",1,1,"Puglia","Chem",2000
"173",7258,8492,"F","assistant professor",1,1,"Puglia","Chem",2000
"174",7737,8913,"M","professor",1,1,"Puglia","Chem",2000
"175",5028,9009,"F","assistant professor",1,1,"Puglia","Chem",2000
"176",7448,9055,"M","professor",1,1,"Puglia","Chem",2000
"177",560,9689,"M","associate professor",1,1,"Puglia","Chem",2000
"178",2433,9689,"F","assistant professor",1,1,"Puglia","Chem",2000
"179",6571,9760,"M","associate professor",1,1,"Puglia","Chem",2000
"180",5907,9913,"M","professor",1,1,"Puglia","Chem",2000
"181",4773,10923,"M","professor",1,1,"Puglia","Chem",2000
"182",519,10583,"F","assistant professor",1,1,"Puglia","Chem",2000
"183",7782,11294,"M","associate professor",1,1,"Puglia","Chem",2000
"184",2783,11584,"M","assistant professor",1,1,"Puglia","Chem",2000
"185",3530,11963,"M","assistant professor",1,1,"Puglia","Chem",2000
"186",7197,12075,"M","assistant professor",1,1,"Puglia","Chem",2000
"187",5288,12186,"M","professor",1,1,"Puglia","Chem",2000
"188",7911,12226,"F","assistant professor",1,1,"Puglia","Chem",2000
"189",8700,12348,"M","professor",1,1,"Puglia","Chem",2000
"190",6285,12519,"M","associate professor",1,1,"Puglia","Chem",2000
"191",7905,12603,"M","professor",1,1,"Puglia","Chem",2000
"192",3064,12840,"M","associate professor",1,1,"Puglia","Chem",2000
"193",1358,12854,"M","associate professor",1,1,"Puglia","Chem",2000
"194",1358,12906,"M","professor",1,1,"Puglia","Chem",2000
"195",6070,12921,"M","assistant professor",1,1,"Puglia","Chem",2000
"196",6285,13659,"M","associate professor",1,1,"Puglia","Chem",2000
"197",7287,14285,"M","associate professor",1,1,"Puglia","Chem",2000
"198",5414,14516,"F","assistant professor",1,1,"Puglia","Chem",2000
"199",1690,14815,"F","professor",1,1,"Puglia","Chem",2000
"200",8470,16318,"M","professor",1,1,"Puglia","Chem",2000
"201",434,16577,"M","assistant professor",1,1,"Puglia","Chem",2000
"202",3766,16799,"M","assistant professor",1,1,"Puglia","Chem",2000
"203",5288,16840,"M","assistant professor",1,1,"Puglia","Chem",2000
"204",3255,17079,"M","professor",1,1,"Puglia","Chem",2000
"205",3206,17211,"M","associate professor",1,1,"Puglia","Chem",2000
"206",7912,17280,"M","associate professor",1,1,"Puglia","Chem",2000
"207",5113,17303,"M","professor",1,1,"Puglia","Chem",2000
"208",8635,17365,"M","assistant professor",1,1,"Puglia","Chem",2000
"209",6516,17824,"M","associate professor",1,1,"Puglia","Chem",2000
"210",1802,18059,"M","associate professor",1,1,"Puglia","Chem",2000
"211",746,18257,"F","assistant professor",1,1,"Puglia","Chem",2000
"212",4037,18478,"M","professor",1,1,"Puglia","Chem",2000
"213",5046,18565,"F","professor",1,1,"Puglia","Chem",2000
"214",2749,19231,"M","assistant professor",1,1,"Puglia","Chem",2000
"215",1162,20536,"M","associate professor",1,1,"Puglia","Chem",2000
"216",2968,20586,"M","professor",1,1,"Puglia","Chem",2000
"217",7503,20901,"F","assistant professor",1,1,"Puglia","Chem",2000
"218",560,20974,"M","assistant professor",1,1,"Puglia","Chem",2000
"219",3064,21066,"M","professor",1,1,"Puglia","Chem",2000
"220",3766,21093,"M","professor",1,1,"Puglia","Chem",2000
"221",71,21791,"F","associate professor",1,1,"Puglia","Chem",2000
"222",7763,21791,"M","associate professor",1,1,"Puglia","Chem",2000
"223",1747,21833,"F","assistant professor",1,1,"Puglia","Chem",2000
"224",3353,21978,"M","assistant professor",1,1,"Puglia","Chem",2000
"225",2810,22034,"F","assistant professor",1,1,"Puglia","Chem",2000
"226",3064,22051,"M","professor",1,1,"Puglia","Chem",2000
"227",3153,22152,"M","associate professor",1,1,"Puglia","Chem",2000
"228",7520,23067,"M","professor",1,1,"Puglia","Chem",2000
"229",3938,23209,"M","associate professor",1,1,"Puglia","Chem",2000
"230",519,24681,"F","assistant professor",1,1,"Puglia","Chem",2000
"231",2698,24761,"M","associate professor",1,1,"Puglia","Chem",2000
"232",837,25293,"F","associate professor",1,1,"Puglia","Chem",2000
"233",5114,26299,"F","professor",1,1,"Puglia","Chem",2000
"234",6715,27440,"M","professor",1,1,"Puglia","Chem",2000
"235",878,27480,"M","associate professor",1,1,"Puglia","Chem",2000
"236",6516,29355,"M","associate professor",1,1,"Puglia","Chem",2000
"237",4329,29977,"F","assistant professor",1,1,"Puglia","Chem",2000
"238",5181,30118,"F","associate professor",1,1,"Puglia","Chem",2000
"239",8635,30130,"M","professor",1,1,"Puglia","Chem",2000
"240",519,30205,"F","associate professor",1,1,"Puglia","Chem",2000
"241",3938,30235,"M","professor",1,1,"Puglia","Chem",2000
"242",1691,31416,"M","associate professor",1,1,"Puglia","Chem",2000
"243",7095,32027,"M","professor",1,1,"Puglia","Chem",2000
"244",6929,130,"M","associate professor",1,1,"Puglia","Geo",2000
"245",3938,1722,"M","associate professor",1,1,"Puglia","Geo",2000
"246",3137,1758,"M","associate professor",1,1,"Puglia","Geo",2000
"247",2838,3474,"M","professor",1,1,"Puglia","Geo",2000
"248",323,4897,"M","associate professor",1,1,"Puglia","Geo",2000
"249",3620,5009,"M","professor",1,1,"Puglia","Geo",2000
"250",6077,5020,"M","associate professor",1,1,"Puglia","Geo",2000
"251",6498,7356,"M","professor",1,1,"Puglia","Geo",2000
"252",5288,7506,"M","associate professor",1,1,"Puglia","Geo",2000
"253",1047,9103,"F","associate professor",1,1,"Puglia","Geo",2000
"254",5113,9452,"M","associate professor",1,1,"Puglia","Geo",2000
"255",878,10132,"M","associate professor",1,1,"Puglia","Geo",2000
"256",8635,9846,"M","assistant professor",1,1,"Puglia","Geo",2000
"257",7083,9978,"M","assistant professor",1,1,"Puglia","Geo",2000
"258",6285,10969,"M","associate professor",1,1,"Puglia","Geo",2000
"259",705,12777,"F","assistant professor",1,1,"Puglia","Geo",2000
"260",622,13604,"F","assistant professor",1,1,"Puglia","Geo",2000
"261",1459,14158,"M","professor",1,1,"Puglia","Geo",2000
"262",837,15591,"F","associate professor",1,1,"Puglia","Geo",2000
"263",7318,16484,"M","associate professor",1,1,"Puglia","Geo",2000
"264",5113,16668,"M","professor",1,1,"Puglia","Geo",2000
"265",7568,16658,"M","assistant professor",1,1,"Puglia","Geo",2000
"266",2144,17038,"M","associate professor",1,1,"Puglia","Geo",2000
"267",5727,17168,"M","professor",1,1,"Puglia","Geo",2000
"268",3064,17208,"M","professor",1,1,"Puglia","Geo",2000
"269",7969,17342,"M","professor",1,1,"Puglia","Geo",2000
"270",145,17434,"M","associate professor",1,1,"Puglia","Geo",2000
"271",2316,17586,"F","professor",1,1,"Puglia","Geo",2000
"272",6285,17838,"M","associate professor",1,1,"Puglia","Geo",2000
"273",5414,18644,"F","assistant professor",1,1,"Puglia","Geo",2000
"274",3947,19080,"M","assistant professor",1,1,"Puglia","Geo",2000
"275",6516,19476,"M","associate professor",1,1,"Puglia","Geo",2000
"276",3064,20333,"M","professor",1,1,"Puglia","Geo",2000
"277",5310,20548,"M","associate professor",1,1,"Puglia","Geo",2000
"278",7197,21914,"M","assistant professor",1,1,"Puglia","Geo",2000
"279",878,21919,"M","associate professor",1,1,"Puglia","Geo",2000
"280",3766,22041,"M","professor",1,1,"Puglia","Geo",2000
"281",5113,22895,"M","associate professor",1,1,"Puglia","Geo",2000
"282",3938,23407,"M","professor",1,1,"Puglia","Geo",2000
"283",7138,23522,"M","professor",1,1,"Puglia","Geo",2000
"284",7741,24780,"M","assistant professor",1,1,"Puglia","Geo",2000
"285",5113,25090,"M","associate professor",1,1,"Puglia","Geo",2000
"286",2721,25449,"M","assistant professor",1,1,"Puglia","Geo",2000
"287",4062,25449,"M","professor",1,1,"Puglia","Geo",2000
"288",5181,26291,"F","assistant professor",1,1,"Puglia","Geo",2000
"289",2698,27117,"M","professor",1,1,"Puglia","Geo",2000
"290",2144,27342,"M","associate professor",1,1,"Puglia","Geo",2000
"291",2446,27382,"F","assistant professor",1,1,"Puglia","Geo",2000
"292",2897,27573,"M","professor",1,1,"Puglia","Geo",2000
"293",87,28184,"F","associate professor",1,1,"Puglia","Geo",2000
"294",3034,28834,"F","associate professor",1,1,"Puglia","Geo",2000
"295",434,29292,"M","assistant professor",1,1,"Puglia","Geo",2000
"296",878,30211,"M","associate professor",1,1,"Puglia","Geo",2000
"297",2918,31845,"M","associate professor",1,1,"Puglia","Geo",2000
"298",6516,31857,"M","associate professor",1,1,"Puglia","Geo",2000
"299",2346,32113,"F","professor",1,1,"Puglia","Geo",2000
"300",3417,32400,"M","associate professor",1,1,"Puglia","Geo",2000
"301",4068,659,"M","professor",1,1,"Puglia","Bio",2000
"302",6566,1085,"F","associate professor",1,1,"Puglia","Bio",2000
"303",1747,1119,"F","associate professor",1,1,"Puglia","Bio",2000
"304",6692,1262,"M","professor",1,1,"Puglia","Bio",2000
"305",7259,1452,"F","associate professor",1,1,"Puglia","Bio",2000
"306",5414,2059,"F","assistant professor",1,1,"Puglia","Bio",2000
"307",6840,2139,"M","associate professor",1,1,"Puglia","Bio",2000
"308",3938,3897,"M","associate professor",1,1,"Puglia","Bio",2000
"309",4930,3977,"M","associate professor",1,1,"Puglia","Bio",2000
"310",1791,4895,"M","associate professor",1,1,"Puglia","Bio",2000
"311",7323,4901,"M","associate professor",1,1,"Puglia","Bio",2000
"312",7743,4952,"M","professor",1,1,"Puglia","Bio",2000
"313",3938,4960,"M","associate professor",1,1,"Puglia","Bio",2000
"314",3938,4980,"M","assistant professor",1,1,"Puglia","Bio",2000
"315",6771,5499,"M","professor",1,1,"Puglia","Bio",2000
"316",2890,5719,"M","associate professor",1,1,"Puglia","Bio",2000
"317",744,6015,"F","assistant professor",1,1,"Puglia","Bio",2000
"318",7618,6021,"F","assistant professor",1,1,"Puglia","Bio",2000
"319",5782,6078,"F","associate professor",1,1,"Puglia","Bio",2000
"320",8521,6210,"F","professor",1,1,"Puglia","Bio",2000
"321",3938,6278,"M","associate professor",1,1,"Puglia","Bio",2000
"322",8760,6539,"F","assistant professor",1,1,"Puglia","Bio",2000
"323",2260,6661,"M","assistant professor",1,1,"Puglia","Bio",2000
"324",2035,7155,"F","professor",1,1,"Puglia","Bio",2000
"325",5811,7303,"F","associate professor",1,1,"Puglia","Bio",2000
"326",3938,7386,"M","assistant professor",1,1,"Puglia","Bio",2000
"327",7823,7401,"F","associate professor",1,1,"Puglia","Bio",2000
"328",7708,7430,"F","professor",1,1,"Puglia","Bio",2000
"329",8379,7778,"F","associate professor",1,1,"Puglia","Bio",2000
"330",2065,8192,"F","professor",1,1,"Puglia","Bio",2000
"331",519,8300,"F","associate professor",1,1,"Puglia","Bio",2000
"332",3938,8410,"M","assistant professor",1,1,"Puglia","Bio",2000
"333",6966,8425,"F","assistant professor",1,1,"Puglia","Bio",2000
"334",4260,8448,"F","associate professor",1,1,"Puglia","Bio",2000
"335",8635,8889,"M","professor",1,1,"Puglia","Bio",2000
"336",8037,8913,"F","professor",1,1,"Puglia","Bio",2000
"337",3494,11240,"M","assistant professor",1,1,"Puglia","Bio",2000
"338",7520,9314,"M","associate professor",1,1,"Puglia","Bio",2000
"339",1507,9499,"F","assistant professor",1,1,"Puglia","Bio",2000
"340",4693,9679,"F","associate professor",1,1,"Puglia","Bio",2000
"341",1333,9692,"F","associate professor",1,1,"Puglia","Bio",2000
"342",705,10082,"F","associate professor",1,1,"Puglia","Bio",2000
"343",401,10091,"F","assistant professor",1,1,"Puglia","Bio",2000
"344",7677,10091,"F","associate professor",1,1,"Puglia","Bio",2000
"345",693,10283,"F","assistant professor",1,1,"Puglia","Bio",2000
"346",8270,10540,"F","professor",1,1,"Puglia","Bio",2000
"347",5006,9492,"M","assistant professor",1,1,"Puglia","Bio",2000
"348",7782,10396,"M","assistant professor",1,1,"Puglia","Bio",2000
"349",1358,10582,"M","professor",1,1,"Puglia","Bio",2000
"350",8093,10968,"M","associate professor",1,1,"Puglia","Bio",2000
"351",4693,11898,"F","assistant professor",1,1,"Puglia","Bio",2000
"352",519,12075,"F","associate professor",1,1,"Puglia","Bio",2000
"353",878,12112,"M","associate professor",1,1,"Puglia","Bio",2000
"354",3581,12137,"M","associate professor",1,1,"Puglia","Bio",2000
"355",2144,12293,"M","associate professor",1,1,"Puglia","Bio",2000
"356",5113,12790,"M","assistant professor",1,1,"Puglia","Bio",2000
"357",878,13069,"M","assistant professor",1,1,"Puglia","Bio",2000
"358",3316,13294,"F","associate professor",1,1,"Puglia","Bio",2000
"359",5718,13294,"F","professor",1,1,"Puglia","Bio",2000
"360",7323,13432,"M","professor",1,1,"Puglia","Bio",2000
"361",5414,13470,"F","associate professor",1,1,"Puglia","Bio",2000
"362",2545,13482,"M","associate professor",1,1,"Puglia","Bio",2000
"363",6369,14020,"F","associate professor",1,1,"Puglia","Bio",2000
"364",1583,14507,"F","associate professor",1,1,"Puglia","Bio",2000
"365",981,14655,"F","assistant professor",1,1,"Puglia","Bio",2000
"366",5414,14918,"F","associate professor",1,1,"Puglia","Bio",2000
"367",3232,15295,"F","assistant professor",1,1,"Puglia","Bio",2000
"368",8697,15509,"M","associate professor",1,1,"Puglia","Bio",2000
"369",1979,16062,"F","associate professor",1,1,"Puglia","Bio",2000
"370",5907,16183,"M","associate professor",1,1,"Puglia","Bio",2000
"371",1727,16405,"M","professor",1,1,"Puglia","Bio",2000
"372",2316,16853,"F","associate professor",1,1,"Puglia","Bio",2000
"373",4844,16924,"F","professor",1,1,"Puglia","Bio",2000
"374",1691,17048,"M","professor",1,1,"Puglia","Bio",2000
"375",3929,17056,"F","associate professor",1,1,"Puglia","Bio",2000
"376",7646,17080,"F","professor",1,1,"Puglia","Bio",2000
"377",6534,17191,"M","professor",1,1,"Puglia","Bio",2000
"378",5292,17201,"M","associate professor",1,1,"Puglia","Bio",2000
"379",6790,17204,"F","assistant professor",1,1,"Puglia","Bio",2000
"380",6781,17261,"F","professor",1,1,"Puglia","Bio",2000
"381",6285,17361,"M","professor",1,1,"Puglia","Bio",2000
"382",3064,17685,"M","professor",1,1,"Puglia","Bio",2000
"383",524,17793,"F","assistant professor",1,1,"Puglia","Bio",2000
"384",4328,17917,"F","assistant professor",1,1,"Puglia","Bio",2000
"385",3064,17930,"M","associate professor",1,1,"Puglia","Bio",2000
"386",7285,17951,"F","assistant professor",1,1,"Puglia","Bio",2000
"387",4011,18535,"M","professor",1,1,"Puglia","Bio",2000
"388",7950,19000,"F","assistant professor",1,1,"Puglia","Bio",2000
"389",4871,19082,"F","assistant professor",1,1,"Puglia","Bio",2000
"390",310,19108,"M","associate professor",1,1,"Puglia","Bio",2000
"391",3119,19387,"M","associate professor",1,1,"Puglia","Bio",2000
"392",8054,19786,"F","associate professor",1,1,"Puglia","Bio",2000
"393",8635,20148,"M","professor",1,1,"Puglia","Bio",2000
"394",1175,21224,"F","associate professor",1,1,"Puglia","Bio",2000
"395",2890,22049,"M","professor",1,1,"Puglia","Bio",2000
"396",5113,22049,"M","assistant professor",1,1,"Puglia","Bio",2000
"397",3641,22080,"M","associate professor",1,1,"Puglia","Bio",2000
"398",7969,22247,"M","professor",1,1,"Puglia","Bio",2000
"399",3938,22306,"M","associate professor",1,1,"Puglia","Bio",2000
"400",3232,22922,"F","associate professor",1,1,"Puglia","Bio",2000
"401",1567,23067,"F","associate professor",1,1,"Puglia","Bio",2000
"402",8734,23146,"M","professor",1,1,"Puglia","Bio",2000
"403",3255,23824,"M","associate professor",1,1,"Puglia","Bio",2000
"404",3852,24464,"M","associate professor",1,1,"Puglia","Bio",2000
"405",3938,25343,"M","associate professor",1,1,"Puglia","Bio",2000
"406",8252,25369,"M","assistant professor",1,1,"Puglia","Bio",2000
"407",2144,25417,"M","associate professor",1,1,"Puglia","Bio",2000
"408",622,25699,"F","assistant professor",1,1,"Puglia","Bio",2000
"409",5883,25730,"F","assistant professor",1,1,"Puglia","Bio",2000
"410",5727,25769,"M","professor",1,1,"Puglia","Bio",2000
"411",5181,25905,"F","professor",1,1,"Puglia","Bio",2000
"412",3049,26190,"F","associate professor",1,1,"Puglia","Bio",2000
"413",6117,26325,"M","assistant professor",1,1,"Puglia","Bio",2000
"414",1527,26335,"F","professor",1,1,"Puglia","Bio",2000
"415",7520,26622,"M","assistant professor",1,1,"Puglia","Bio",2000
"416",3938,26771,"M","associate professor",1,1,"Puglia","Bio",2000
"417",706,26830,"F","associate professor",1,1,"Puglia","Bio",2000
